,posixtime,model,SN,O2Concentration,AirSaturation,Temperature,CalPhase,TCPhase,C1RPh,C2RPh,C1Amp,C2Amp,RawTemp,Julian_Date
601,1510076116.76,4831,277,283.7803,90.77189,15.34118,32.95873,32.95873,41.3896,8.43087,810.3272,918.8858,358.9694,2458065.19117
602,1510076121.76,4831,277,283.6389,90.73283,15.34435,32.96306,32.96306,41.39357,8.430511,810.4263,918.9364,358.8658,2458065.19123
603,1510076126.76,4831,277,283.611,90.70303,15.33365,32.96922,32.96922,41.40033,8.431107,810.7195,918.9877,359.2151,2458065.19129
604,1510076131.76,4831,277,284.1891,90.87159,15.32527,32.94941,32.94941,41.38156,8.432152,809.9779,918.9837,359.4886,2458065.19135
605,1510076136.76,4831,277,284.2963,90.89713,15.32082,32.9471,32.9471,41.37819,8.431091,809.8776,919.1142,359.6339,2458065.1914
606,1510076141.76,4831,277,284.2509,90.88728,15.3232,32.94785,32.94785,41.37755,8.429703,809.9003,919.0768,359.5562,2458065.19146
607,1510076146.76,4831,277,284.395,90.9213,15.31706,32.94482,32.94482,41.37595,8.431129,809.7965,918.9814,359.7568,2458065.19152
608,1510076151.76,4831,277,284.3935,90.90266,15.30778,32.94923,32.94923,41.38072,8.431488,809.9682,919.1022,360.0598,2458065.19158
609,1510076156.76,4831,277,284.3224,90.89893,15.31747,32.9476,32.9476,41.37854,8.430939,809.8898,919.0595,359.7433,2458065.19164
610,1510076161.76,4831,277,284.3238,90.91315,15.32453,32.94423,32.94423,41.37524,8.431015,809.7167,919.0954,359.5128,2458065.19169
611,1510076166.76,4831,277,284.264,90.8988,15.32696,32.94554,32.94554,41.37691,8.431366,809.5992,919.047,359.4335,2458065.19175
612,1510076171.76,4831,277,284.319,90.91801,15.32779,32.9429,32.9429,41.37439,8.431488,809.5877,919.0367,359.4066,2458065.19181
613,1510076176.76,4831,277,284.312,90.91777,15.32884,32.9427,32.9427,41.37299,8.43029,809.4446,918.9188,359.3723,2458065.19187
614,1510076181.76,4831,277,284.3647,90.93422,15.32863,32.94064,32.94064,41.37103,8.430397,809.5009,919.0917,359.3792,2458065.19193
615,1510076186.76,4831,277,284.3925,90.94938,15.33182,32.938,32.938,41.36914,8.431145,809.4477,919.0121,359.2751,2458065.19198
616,1510076191.76,4831,277,284.2991,90.92345,15.33385,32.94087,32.94087,41.37018,8.429306,809.27,919.0407,359.2088,2458065.19204
617,1510076196.76,4831,277,284.46,90.97606,15.33442,32.93401,32.93401,41.36478,8.430771,809.1946,918.964,359.1901,2458065.1921
618,1510076201.76,4831,277,284.5618,91.00711,15.33365,32.9302,32.9302,41.3607,8.430504,809.0798,918.9427,359.2152,2458065.19216
619,1510076206.76,4831,277,284.5529,90.99972,15.33132,32.93166,32.93166,41.36235,8.430695,809.1257,919.001,359.2914,2458065.19221
620,1510076211.76,4831,277,284.5558,91.00596,15.33405,32.93026,32.93026,41.36087,8.430611,808.9946,918.9415,359.2021,2458065.19227
621,1510076216.76,4831,277,284.5389,91.00147,15.33451,32.93073,32.93073,41.36047,8.429741,808.9407,918.9543,359.1873,2458065.19233
622,1510076221.76,4831,277,284.6143,91.02401,15.3337,32.92802,32.92802,41.35736,8.429337,808.9337,918.9744,359.2135,2458065.19239
623,1510076226.76,4831,277,284.6764,91.037,15.3302,32.92712,32.92712,41.35728,8.430161,808.9285,918.9152,359.3279,2458065.19245
624,1510076231.76,4831,277,284.5762,91.0171,15.33639,32.92832,32.92832,41.35745,8.429131,808.8445,918.9774,359.1258,2458065.1925
625,1510076236.76,4831,277,284.5908,91.02749,15.33932,32.92635,32.92635,41.3564,8.430046,808.746,918.8349,359.0302,2458065.19256
626,1510076241.76,4831,277,284.7655,91.06234,15.32858,32.92423,32.92423,41.35478,8.43055,808.7896,918.8568,359.3806,2458065.19262
627,1510076246.76,4831,277,284.5891,91.02283,15.33721,32.92741,32.92741,41.3569,8.429489,808.7823,918.853,359.099,2458065.19268
628,1510076251.76,4831,277,284.6147,91.02375,15.33351,32.9281,32.9281,41.35709,8.428986,808.8409,918.9271,359.2198,2458065.19274
629,1510076256.76,4831,277,284.596,91.01244,15.33078,32.93015,32.93015,41.35999,8.42984,808.98,918.9128,359.3089,2458065.19279
630,1510076261.76,4831,277,284.4811,90.97682,15.33136,32.93458,32.93458,41.36313,8.428551,809.0146,918.8975,359.2899,2458065.19285
631,1510076266.76,4831,277,284.5104,90.97848,15.32744,32.93522,32.93522,41.36391,8.428688,809.0207,918.8364,359.418,2458065.19291
632,1510076271.76,4831,277,284.4846,90.9764,15.33058,32.9348,32.9348,41.36436,8.429565,809.0247,918.8742,359.3154,2458065.19297
633,1510076276.76,4831,277,284.4758,90.98151,15.33463,32.93327,32.93327,41.36275,8.429482,808.8727,918.89,359.1833,2458065.19302
634,1510076281.76,4831,277,284.495,90.97594,15.32866,32.93528,32.93528,41.36397,8.428688,808.9753,918.889,359.3782,2458065.19308
635,1510076286.76,4831,277,284.7101,91.04165,15.32704,32.92722,32.92722,41.35661,8.42939,808.8068,918.8808,359.4309,2458065.19314
636,1510076291.76,4831,277,284.6497,91.02895,15.33045,32.9281,32.9281,41.35756,8.429459,808.719,918.8576,359.3197,2458065.1932
637,1510076296.76,4831,277,284.7629,91.05963,15.32765,32.92478,32.92478,41.35277,8.427986,808.6302,918.9051,359.4112,2458065.19326
638,1510076301.76,4831,277,284.849,91.06542,15.31653,32.92647,32.92647,41.3557,8.42923,808.6596,918.8927,359.774,2458065.19331
639,1510076306.76,4831,277,284.9211,91.08895,15.31676,32.92341,32.92341,41.35136,8.427956,808.6053,918.9146,359.7666,2458065.19337
640,1510076311.76,4831,277,284.9066,91.0836,15.3164,32.92417,32.92417,41.3526,8.428429,808.5891,918.9189,359.7784,2458065.19343
641,1510076316.76,4831,277,284.9042,91.08623,15.31816,32.92345,32.92345,41.35072,8.427277,808.5343,918.8806,359.7209,2458065.19349
642,1510076321.76,4831,277,284.9597,91.11588,15.32422,32.91833,32.91833,41.34822,8.429886,808.3929,918.8597,359.5231,2458065.19355
643,1510076326.76,4831,277,284.9068,91.10664,15.32813,32.91866,32.91866,41.34723,8.428566,808.3417,918.9559,359.3953,2458065.1936
644,1510076331.76,4831,277,284.9321,91.11843,15.33001,32.91675,32.91675,41.34424,8.42749,808.225,918.9466,359.334,2458065.19366
645,1510076336.76,4831,277,284.9534,91.13177,15.33335,32.91431,32.91431,41.34248,8.428177,808.0956,918.8456,359.225,2458065.19372
646,1510076341.76,4831,277,285.0233,91.15333,15.33294,32.91164,32.91164,41.33955,8.42791,808.0181,918.757,359.2383,2458065.19378
647,1510076346.76,4831,277,284.9778,91.14135,15.33426,32.91289,32.91289,41.34023,8.427338,807.9684,918.869,359.1955,2458065.19383
648,1510076351.76,4831,277,284.9679,91.14303,15.33673,32.91213,32.91213,41.33905,8.426918,807.8815,918.7103,359.1147,2458065.19389
649,1510076356.76,4831,277,285.0923,91.18243,15.33653,32.90714,32.90714,41.33549,8.428352,807.9108,918.8412,359.1211,2458065.19395
650,1510076361.76,4831,277,285.1013,91.18327,15.33547,32.90726,32.90726,41.33708,8.429817,807.8359,918.6339,359.1556,2458065.19401
651,1510076366.76,4831,277,285.004,91.14787,15.33331,32.91226,32.91226,41.33881,8.426544,807.8225,918.7015,359.2263,2458065.19407
652,1510076371.76,4831,277,285.0448,91.16139,15.33356,32.91048,32.91048,41.33873,8.428253,807.8386,918.6404,359.2181,2458065.19412
653,1510076376.76,4831,277,284.988,91.13863,15.3312,32.9139,32.9139,41.34222,8.428322,807.9416,918.6922,359.2952,2458065.19418
654,1510076381.76,4831,277,284.976,91.14353,15.33567,32.9123,32.9123,41.34125,8.428947,807.8995,918.648,359.1491,2458065.19424
655,1510076386.76,4831,277,284.9627,91.13993,15.336,32.91269,32.91269,41.34041,8.427719,807.944,918.6404,359.1385,2458065.1943
656,1510076391.76,4831,277,284.9445,91.11642,15.32697,32.91766,32.91766,41.34566,8.427994,807.9838,918.6516,359.4333,2458065.19436
657,1510076396.76,4831,277,284.9119,91.12579,15.33706,32.91427,32.91427,41.34241,8.428139,807.8699,918.5681,359.1038,2458065.19441
658,1510076401.76,4831,277,284.934,91.12595,15.33356,32.91501,32.91501,41.34264,8.427628,807.9162,918.6244,359.2182,2458065.19447
659,1510076406.76,4831,277,284.8895,91.11597,15.33572,32.91582,32.91582,41.34203,8.426208,807.888,918.5891,359.1478,2458065.19453
660,1510076411.76,4831,277,284.8954,91.12051,15.33707,32.91494,32.91494,41.34164,8.426704,807.8668,918.6274,359.1036,2458065.19459
661,1510076416.76,4831,277,284.9793,91.12685,15.32663,32.9164,32.9164,41.34407,8.427666,807.9656,918.5739,359.4444,2458065.19465
662,1510076421.76,4831,277,284.8744,91.10629,15.33325,32.91759,32.91759,41.34531,8.427719,808.0464,918.5844,359.2282,2458065.1947
663,1510076426.76,4831,277,284.7792,91.07529,15.33295,32.92162,32.92162,41.3488,8.427177,808.0938,918.5945,359.238,2458065.19476
664,1510076431.76,4831,277,284.7721,91.07292,15.33291,32.92194,32.92194,41.34961,8.427673,808.2071,918.491,359.2395,2458065.19482
665,1510076436.76,4831,277,284.7526,91.05724,15.32808,32.925,32.925,41.3521,8.427101,808.2033,918.585,359.3969,2458065.19488
666,1510076441.76,4831,277,284.8013,91.07433,15.32886,32.92264,32.92264,41.35052,8.427887,808.1063,918.5892,359.3715,2458065.19493
667,1510076446.76,4831,277,284.7752,91.07307,15.3325,32.922,32.922,41.34947,8.427467,808.0076,918.5592,359.2529,2458065.19499
668,1510076451.76,4831,277,284.8412,91.08904,15.32986,32.92054,32.92054,41.34799,8.427452,808.0078,918.5829,359.3391,2458065.19505
669,1510076456.76,4831,277,284.8433,91.08623,15.32808,32.92129,32.92129,41.34636,8.425072,808.0242,918.5219,359.3971,2458065.19511
670,1510076461.76,4831,277,284.8072,91.07848,15.33001,32.92186,32.92186,41.34821,8.426346,807.9675,918.5658,359.334,2458065.19517
671,1510076466.76,4831,277,284.8092,91.08131,15.33113,32.92125,32.92125,41.34827,8.427017,807.9177,918.5164,359.2975,2458065.19522
672,1510076471.76,4831,277,284.8447,91.09627,15.33297,32.91894,32.91894,41.34511,8.42617,807.8321,918.5154,359.2375,2458065.19528
673,1510076476.76,4831,277,284.9244,91.12289,15.33354,32.91541,32.91541,41.34293,8.427521,807.8326,918.5405,359.2187,2458065.19534
674,1510076481.76,4831,277,284.8849,91.11105,15.33394,32.91683,32.91683,41.34268,8.42585,807.739,918.5788,359.2056,2458065.1954
675,1510076486.76,4831,277,284.9658,91.1362,15.33359,32.91369,32.91369,41.34157,8.427879,807.6443,918.4268,359.2172,2458065.19546
676,1510076491.76,4831,277,284.9931,91.14436,15.33328,32.91272,32.91272,41.3374,8.424683,807.6221,918.523,359.2272,2458065.19551
677,1510076496.76,4831,277,285.0583,91.16805,15.33476,32.90936,32.90936,41.33699,8.427628,807.5213,918.4474,359.1791,2458065.19557
678,1510076501.76,4831,277,285.019,91.15518,15.33459,32.91105,32.91105,41.33635,8.425301,807.5741,918.5065,359.1845,2458065.19563
679,1510076506.76,4831,277,285.038,91.16212,15.33503,32.91006,32.91006,41.33603,8.425964,807.5781,918.4634,359.1702,2458065.19569
680,1510076511.76,4831,277,284.9601,91.13325,15.333,32.9142,32.9142,41.33955,8.425354,807.566,918.3661,359.2366,2458065.19574
681,1510076516.76,4831,277,284.9633,91.13756,15.33469,32.91328,32.91328,41.33888,8.425606,807.5161,918.4155,359.1813,2458065.1958
682,1510076521.76,4831,277,285.1252,91.18459,15.33228,32.90779,32.90779,41.33408,8.426285,807.4794,918.4493,359.26,2458065.19586
683,1510076526.76,4831,277,285.1557,91.19442,15.3323,32.90653,32.90653,41.33279,8.426262,807.3779,918.4113,359.2593,2458065.19592
684,1510076531.76,4831,277,285.1927,91.20309,15.3307,32.90577,32.90577,41.33231,8.426537,807.3976,918.4057,359.3116,2458065.19598
685,1510076536.76,4831,277,285.1475,91.19209,15.33247,32.90679,32.90679,41.33354,8.42675,807.3395,918.4289,359.2538,2458065.19603
686,1510076541.76,4831,277,285.0683,91.16624,15.33217,32.91016,32.91016,41.33643,8.426262,807.4594,918.3563,359.2635,2458065.19609
687,1510076546.75,4831,277,285.1657,91.1961,15.33154,32.90648,32.90648,41.33313,8.426651,807.2826,918.3735,359.284,2458065.19615
688,1510076551.76,4831,277,285.2302,91.21493,15.33063,32.90427,32.90427,41.32956,8.425285,807.2,918.3552,359.3138,2458065.19621
689,1510076556.75,4831,277,285.2494,91.22222,15.33122,32.90321,32.90321,41.3284,8.425186,807.1079,918.3991,359.2946,2458065.19627
690,1510076561.75,4831,277,285.3633,91.2565,15.33012,32.89907,32.89907,41.32454,8.425468,807.0222,918.4177,359.3304,2458065.19632
691,1510076566.76,4831,277,285.3741,91.25589,15.32805,32.8996,32.8996,41.32639,8.426781,806.9817,918.2667,359.3982,2458065.19638
692,1510076571.75,4831,277,285.3372,91.24789,15.32999,32.90021,32.90021,41.325,8.424789,807.0161,918.3634,359.3348,2458065.19644
693,1510076576.75,4831,277,285.3625,91.25999,15.33204,32.89821,32.89821,41.32253,8.424316,806.9379,918.3124,359.2677,2458065.1965
694,1510076581.75,4831,277,285.3362,91.25119,15.33181,32.89939,32.89939,41.32457,8.425179,806.9838,918.3118,359.2754,2458065.19655
695,1510076586.75,4831,277,285.336,91.25188,15.33223,32.8992,32.8992,41.32253,8.423325,806.9163,918.3248,359.2617,2458065.19661
696,1510076591.75,4831,277,285.4181,91.2769,15.33156,32.89616,32.89616,41.32155,8.425385,806.8448,918.2881,359.2834,2458065.19667
697,1510076596.75,4831,277,285.4527,91.28598,15.33056,32.89522,32.89522,41.3199,8.424683,806.6941,918.2682,359.3161,2458065.19673
698,1510076601.75,4831,277,285.4116,91.27518,15.33176,32.89633,32.89633,41.32039,8.424057,806.7471,918.314,359.2769,2458065.19679
699,1510076606.75,4831,277,285.4368,91.28784,15.3341,32.89421,32.89421,41.31949,8.425278,806.7881,918.3304,359.2006,2458065.19684
700,1510076611.75,4831,277,285.4088,91.27818,15.33373,32.89552,32.89552,41.32053,8.425003,806.7296,918.2641,359.2125,2458065.1969
701,1510076616.75,4831,277,285.4567,91.29217,15.33307,32.89388,32.89388,41.31995,8.426064,806.6878,918.1862,359.2343,2458065.19696
702,1510076621.75,4831,277,285.4227,91.27985,15.33233,32.89561,32.89561,41.31961,8.423996,806.6839,918.1959,359.2582,2458065.19702
703,1510076626.75,4831,277,285.3978,91.26575,15.32919,32.8981,32.8981,41.32248,8.424377,806.8223,918.2555,359.3609,2458065.19708
704,1510076631.75,4831,277,285.4176,91.26222,15.32418,32.89964,32.89964,41.3239,8.424255,806.8067,918.1989,359.5244,2458065.19713
705,1510076636.75,4831,277,285.3364,91.24831,15.33031,32.90009,32.90009,41.32576,8.425674,806.8854,918.2485,359.3243,2458065.19719
706,1510076641.75,4831,277,285.4661,91.24233,15.30615,32.90611,32.90611,41.33083,8.424713,807.1097,918.2583,360.1129,2458065.19725
707,1510076646.75,4831,277,285.2955,91.21135,15.31815,32.90746,32.90746,41.33235,8.424896,807.1292,918.1983,359.7212,2458065.19731
708,1510076651.75,4831,277,285.3518,91.23438,15.3207,32.90395,32.90395,41.33011,8.426155,807.0679,918.2489,359.6378,2458065.19736
709,1510076656.75,4831,277,285.1989,91.19683,15.3265,32.90749,32.90749,41.3324,8.424911,807.0245,918.2128,359.4485,2458065.19742
710,1510076661.75,4831,277,285.2266,91.21033,15.32885,32.90525,32.90525,41.33054,8.425285,806.9328,918.2194,359.3719,2458065.19748
711,1510076666.75,4831,277,285.2881,91.23091,15.32931,32.90253,32.90253,41.32674,8.42421,806.8643,918.2442,359.3569,2458065.19754
712,1510076671.75,4831,277,285.2277,91.21457,15.33083,32.90428,32.90428,41.32881,8.42453,806.8094,918.2291,359.3074,2458065.1976
713,1510076676.75,4831,277,285.3115,91.23952,15.32991,32.90129,32.90129,41.32492,8.42363,806.717,918.2289,359.3374,2458065.19765
714,1510076681.75,4831,277,285.4221,91.27438,15.32965,32.8969,32.8969,41.32068,8.423782,806.6474,918.2073,359.3456,2458065.19771
715,1510076686.75,4831,277,285.4092,91.26481,15.32688,32.89872,32.89872,41.32397,8.425255,806.6804,918.208,359.4363,2458065.19777
716,1510076691.75,4831,277,285.3806,91.25454,15.32629,32.90016,32.90016,41.32356,8.423401,806.6097,918.1157,359.4555,2458065.19783
717,1510076696.75,4831,277,285.4632,91.28299,15.32734,32.8963,32.8963,41.32045,8.424149,806.5396,918.2067,359.4213,2458065.19789
718,1510076701.75,4831,277,285.3491,91.25341,15.33083,32.89932,32.89932,41.3213,8.421982,806.513,918.1409,359.3074,2458065.19794
719,1510076706.75,4831,277,285.4311,91.28571,15.33394,32.89452,32.89452,41.31905,8.42453,806.383,918.2526,359.2056,2458065.198
720,1510076711.75,4831,277,285.5049,91.29202,15.32514,32.89563,32.89563,41.3196,8.423965,806.4453,918.1563,359.4932,2458065.19806
721,1510076716.75,4831,277,285.5249,91.30145,15.32669,32.89409,32.89409,41.3175,8.423416,806.4665,918.1125,359.4425,2458065.19812
722,1510076721.75,4831,277,285.5109,91.29721,15.3268,32.89461,32.89461,41.31865,8.424042,806.4669,918.2103,359.4388,2458065.19818
723,1510076726.75,4831,277,285.5188,91.28429,15.31893,32.89797,32.89797,41.32195,8.423973,806.4855,918.1295,359.6959,2458065.19823
724,1510076731.75,4831,277,285.6161,91.30221,15.31223,32.89714,32.89714,41.32219,8.425049,806.5942,918.1573,359.9143,2458065.19829
725,1510076736.75,4831,277,285.5712,91.2933,15.315,32.89767,32.89767,41.32187,8.424194,806.4924,918.1172,359.8239,2458065.19835
726,1510076741.75,4831,277,285.6486,91.32404,15.31806,32.89309,32.89309,41.31743,8.424339,806.4197,918.0939,359.7242,2458065.19841
727,1510076746.75,4831,277,285.5481,91.29244,15.31832,32.89706,32.89706,41.32057,8.423508,806.4244,918.1337,359.7155,2458065.19846
728,1510076751.75,4831,277,285.5836,91.30249,15.31765,32.89593,32.89593,41.31868,8.422752,806.3339,918.1152,359.7375,2458065.19852
729,1510076756.75,4831,277,285.727,91.3464,15.31669,32.89053,32.89053,41.31326,8.422729,806.2547,918.1563,359.7688,2458065.19858
730,1510076761.75,4831,277,285.6517,91.32732,15.31922,32.89242,32.89242,41.31593,8.423515,806.1661,918.0607,359.6863,2458065.19864
731,1510076766.75,4831,277,285.6926,91.34514,15.32161,32.88963,32.88963,41.31332,8.423698,806.0919,918.0655,359.6081,2458065.1987
732,1510076771.75,4831,277,285.7362,91.3427,15.31329,32.89175,32.89175,41.31508,8.423332,806.1718,918.116,359.8798,2458065.19875
733,1510076776.75,4831,277,285.9105,91.39523,15.31169,32.8854,32.8854,41.30823,8.422829,805.9985,918.0214,359.9322,2458065.19881
734,1510076781.75,4831,277,285.878,91.38821,15.31338,32.88593,32.88593,41.30893,8.423004,805.9697,917.9589,359.8769,2458065.19887
735,1510076786.75,4831,277,285.9633,91.3947,15.30282,32.8874,32.8874,41.31024,8.422844,805.9373,917.9588,360.2215,2458065.19893
736,1510076791.75,4831,277,286.0541,91.41441,15.2981,32.88592,32.88592,41.30885,8.422935,805.9521,918.002,360.3757,2458065.19899
737,1510076796.75,4831,277,286.0523,91.41542,15.2989,32.88561,32.88561,41.30823,8.422615,805.8999,917.9225,360.3496,2458065.19904
738,1510076801.75,4831,277,286.0481,91.42397,15.30394,32.88342,32.88342,41.30548,8.422058,805.8523,917.9688,360.1851,2458065.1991
739,1510076806.75,4831,277,286.0496,91.42181,15.30257,32.884,32.884,41.30521,8.421204,805.7733,917.9946,360.2297,2458065.19916
740,1510076811.75,4831,277,286.0918,91.42863,15.29918,32.88387,32.88387,41.30702,8.423149,805.8357,918.0084,360.3404,2458065.19922
741,1510076816.75,4831,277,286.1615,91.42961,15.28837,32.8861,32.8861,41.3089,8.422798,805.9566,918.1176,360.6932,2458065.19927
742,1510076821.75,4831,277,285.982,91.38232,15.29347,32.89102,32.89102,41.31282,8.421799,806.0704,918.0873,360.5267,2458065.19933
743,1510076826.75,4831,277,285.8931,91.35903,15.29608,32.89342,32.89342,41.3158,8.422379,806.1035,918.1395,360.4415,2458065.19939
744,1510076831.75,4831,277,285.883,91.34859,15.29241,32.89555,32.89555,41.3186,8.42305,806.1355,918.1594,360.5614,2458065.19945
745,1510076836.75,4831,277,285.9607,91.3727,15.29205,32.89256,32.89256,41.31468,8.422127,806.1017,918.2201,360.5731,2458065.19951
746,1510076841.75,4831,277,286.0144,91.39147,15.29287,32.88998,32.88998,41.31317,8.423187,806.0828,918.2574,360.5464,2458065.19956
747,1510076846.75,4831,277,285.9542,91.37218,15.29285,32.89245,32.89245,41.3139,8.421455,806.0042,918.2772,360.5471,2458065.19962
748,1510076851.75,4831,277,286.0114,91.38966,15.29245,32.8903,32.8903,41.31363,8.423325,805.954,918.1491,360.5601,2458065.19968
749,1510076856.75,4831,277,286.0724,91.40208,15.28884,32.88951,32.88951,41.31252,8.423004,805.9749,918.3333,360.6779,2458065.19974
750,1510076861.75,4831,277,286.1253,91.41136,15.28498,32.88917,32.88917,41.31055,8.421379,805.9533,918.2253,360.804,2458065.1998
751,1510076866.75,4831,277,286.1083,91.42239,15.29332,32.88595,32.88595,41.30759,8.421638,805.8666,918.3436,360.5316,2458065.19985
752,1510076871.75,4831,277,286.0989,91.42388,15.29562,32.88525,32.88525,41.30708,8.421829,805.6958,918.3151,360.4568,2458065.19991
753,1510076876.75,4831,277,286.1832,91.44985,15.29514,32.88205,32.88205,41.30237,8.420319,805.676,918.3223,360.4724,2458065.19997
754,1510076881.75,4831,277,286.1426,91.43393,15.29365,32.8844,32.8844,41.30591,8.421509,805.7029,918.3029,360.521,2458065.20003
755,1510076886.75,4831,277,286.296,91.46886,15.28648,32.88152,32.88152,41.30371,8.422195,805.6992,918.3336,360.7551,2458065.20008
756,1510076891.75,4831,277,286.2374,91.45479,15.28885,32.88279,32.88279,41.30446,8.421669,805.6245,918.2308,360.6776,2458065.20014
757,1510076896.75,4831,277,286.1558,91.43816,15.29364,32.88387,32.88387,41.30443,8.420563,805.623,918.3745,360.5214,2458065.2002
758,1510076901.75,4831,277,286.3199,91.48808,15.29236,32.87778,32.87778,41.29945,8.421669,805.5695,918.3068,360.563,2458065.20026
759,1510076906.75,4831,277,286.3054,91.48566,15.29348,32.87785,32.87785,41.29941,8.421555,805.4955,918.2822,360.5266,2458065.20032
760,1510076911.75,4831,277,286.2824,91.48637,15.29758,32.87687,32.87687,41.29926,8.422386,805.4052,918.1992,360.3927,2458065.20037
761,1510076916.75,4831,277,286.2468,91.47623,15.29822,32.87801,32.87801,41.29826,8.42025,805.3554,918.2327,360.3718,2458065.20043
762,1510076921.75,4831,277,286.3067,91.49377,15.2974,32.87596,32.87596,41.29689,8.420929,805.3235,918.2155,360.3986,2458065.20049
763,1510076926.75,4831,277,286.3252,91.4974,15.29624,32.87576,32.87576,41.29558,8.419823,805.2578,918.2421,360.4364,2458065.20055
764,1510076931.75,4831,277,286.5231,91.55563,15.29369,32.8689,32.8689,41.29071,8.421806,805.2495,918.231,360.5197,2458065.20061
765,1510076936.75,4831,277,286.518,91.54673,15.29001,32.87083,32.87083,41.29309,8.422256,805.194,918.1782,360.6397,2458065.20066
766,1510076941.75,4831,277,286.3756,91.49661,15.28766,32.87772,32.87772,41.29831,8.420586,805.2227,918.1816,360.7163,2458065.20072
767,1510076946.75,4831,277,286.3706,91.50313,15.29178,32.876,32.876,41.29684,8.420845,805.3165,918.2122,360.582,2458065.20078
768,1510076951.75,4831,277,286.3752,91.5046,15.29179,32.87581,32.87581,41.29695,8.421143,805.1993,918.1147,360.5818,2458065.20084
769,1510076956.75,4831,277,286.4184,91.52171,15.29347,32.87326,32.87326,41.29451,8.421249,805.2592,918.1458,360.5268,2458065.20089
770,1510076961.75,4831,277,286.4171,91.50076,15.28303,32.8782,32.8782,41.29895,8.420746,805.4585,918.2241,360.8676,2458065.20095
771,1510076966.75,4831,277,286.2269,91.44448,15.28531,32.88488,32.88488,41.3047,8.419823,805.636,918.2524,360.7933,2458065.20101
772,1510076971.75,4831,277,286.1223,91.40792,15.28373,32.88988,32.88988,41.31154,8.421661,805.8387,918.2482,360.8447,2458065.20107
773,1510076976.75,4831,277,286.025,91.35628,15.27327,32.89874,32.89874,41.31818,8.419434,805.9974,918.2278,361.1861,2458065.20113
774,1510076981.75,4831,277,285.9754,91.36514,15.28582,32.89487,32.89487,41.31438,8.419502,805.8736,918.394,360.7763,2458065.20118
775,1510076986.75,4831,277,285.9899,91.37492,15.28846,32.89305,32.89305,41.31401,8.420959,805.8533,918.3182,360.6903,2458065.20124
776,1510076991.75,4831,277,286.1273,91.40366,15.28075,32.89107,32.89107,41.3127,8.421631,805.8637,918.3414,360.9421,2458065.2013
777,1510076996.75,4831,277,286.1257,91.39688,15.27754,32.89264,32.89264,41.31392,8.42128,805.9014,918.3569,361.0466,2458065.20136
778,1510077001.74,4831,277,286.0929,91.39098,15.27987,32.89288,32.89288,41.31384,8.420959,805.8768,918.3843,360.9708,2458065.20142
779,1510077006.75,4831,277,286.0693,91.38905,15.28271,32.89251,32.89251,41.31438,8.421867,805.8655,918.3583,360.8781,2458065.20147
780,1510077011.75,4831,277,286.0875,91.38491,15.27767,32.89413,32.89413,41.31363,8.419495,805.8871,918.3027,361.0424,2458065.20153
781,1510077016.74,4831,277,286.0149,91.37182,15.28282,32.89468,32.89468,41.31584,8.421165,805.9333,918.3831,360.8745,2458065.20159
782,1510077021.75,4831,277,286.0896,91.38446,15.27709,32.89432,32.89432,41.31537,8.421051,805.9276,918.322,361.0613,2458065.20165
783,1510077026.74,4831,277,286.0692,91.38283,15.27958,32.89398,32.89398,41.31459,8.420609,805.9224,918.3512,360.9803,2458065.20171
784,1510077031.74,4831,277,286.1184,91.40227,15.28148,32.89109,32.89109,41.31108,8.419991,805.9041,918.3427,360.9183,2458065.20176
785,1510077036.74,4831,277,286.0608,91.38198,15.28053,32.89388,32.89388,41.3136,8.419716,805.8353,918.2814,360.9493,2458065.20182
786,1510077041.74,4831,277,286.0569,91.38091,15.28061,32.894,32.894,41.31262,8.418617,805.7622,918.2549,360.9466,2458065.20188
787,1510077046.74,4831,277,286.1966,91.43109,15.28342,32.88699,32.88699,41.30815,8.421158,805.6954,918.3517,360.8549,2458065.20194
788,1510077051.74,4831,277,286.1492,91.41588,15.28338,32.88894,32.88894,41.30905,8.420113,805.6697,918.2335,360.856,2458065.20199
789,1510077056.74,4831,277,286.1685,91.41533,15.27996,32.88976,32.88976,41.31021,8.420456,805.575,918.3048,360.9676,2458065.20205
790,1510077061.74,4831,277,286.2703,91.44854,15.28034,32.88544,32.88544,41.3062,8.420761,805.5674,918.2752,360.9552,2458065.20211
791,1510077066.74,4831,277,286.2214,91.42837,15.27801,32.88852,32.88852,41.30708,8.418564,805.5781,918.2691,361.0313,2458065.20217
792,1510077071.74,4831,277,286.2856,91.44358,15.27534,32.88716,32.88716,41.30824,8.421082,805.5269,918.2743,361.1184,2458065.20223
793,1510077076.74,4831,277,286.1815,91.41201,15.27619,32.891,32.891,41.30943,8.418434,805.5809,918.2932,361.0907,2458065.20228
794,1510077081.74,4831,277,286.2199,91.42905,15.27858,32.88831,32.88831,41.30737,8.41906,805.6173,918.2223,361.0127,2458065.20234
795,1510077086.74,4831,277,286.1973,91.41064,15.27291,32.89189,32.89189,41.31081,8.418915,805.5834,918.2343,361.1977,2458065.2024
796,1510077091.74,4831,277,286.2239,91.41943,15.27307,32.89073,32.89073,41.31027,8.41954,805.6158,918.2278,361.1925,2458065.20246
797,1510077096.74,4831,277,286.291,91.44478,15.27506,32.88707,32.88707,41.30566,8.418594,805.5209,918.2593,361.1277,2458065.20252
