,Julian_Date,11,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
1372,2458065.19799,16.47,2017,11,7,16,45,6.3216,665106.3216
1373,2458065.19802,16.05,2017,11,7,16,45,8.748,665108.748
1377,2458065.19812,16.66,2017,11,7,16,45,17.6112,665117.6112
1378,2458065.19815,16.49,2017,11,7,16,45,20.0412,665120.0412
1379,2458065.19818,16.64,2017,11,7,16,45,22.4964,665122.4964
1380,2458065.19821,16.39,2017,11,7,16,45,24.9264,665124.9264
1381,2458065.19823,16.73,2017,11,7,16,45,27.3744,665127.3744
1382,2458065.19826,16.57,2017,11,7,16,45,29.8044,665129.8044
1383,2458065.19829,16.36,2017,11,7,16,45,32.256,665132.256
1384,2458065.19832,16.41,2017,11,7,16,45,34.7004,665134.7004
1385,2458065.19835,16.12,2017,11,7,16,45,37.1484,665137.1484
1386,2458065.19837,16.3,2017,11,7,16,45,39.5712,665139.5712
1389,2458065.19845,16.58,2017,11,7,16,45,45.9432,665145.9432
1390,2458065.19848,16.99,2017,11,7,16,45,48.3984,665148.3984
1391,2458065.1985,16.5,2017,11,7,16,45,50.8284,665150.8284
1392,2458065.19853,16.28,2017,11,7,16,45,53.28,665153.28
1393,2458065.19856,16.39,2017,11,7,16,45,55.7316,665155.7316
1394,2458065.19859,16.77,2017,11,7,16,45,58.1832,665158.1832
1395,2458065.19862,16.54,2017,11,7,16,46,0.631200000002,665160.6312
1396,2458065.19865,16.78,2017,11,7,16,46,3.0828,665163.0828
1397,2458065.19868,16.83,2017,11,7,16,46,5.52,665165.52
1398,2458065.1987,16.1,2017,11,7,16,46,7.968,665167.968
1401,2458065.19878,16.2,2017,11,7,16,46,14.3292,665174.3292
1402,2458065.19881,16.43,2017,11,7,16,46,16.7628,665176.7628
1403,2458065.19883,16.56,2017,11,7,16,46,19.218,665179.218
1404,2458065.19886,16.68,2017,11,7,16,46,21.6516,665181.6516
1405,2458065.19889,16.78,2017,11,7,16,46,24.1032,665184.1032
1406,2458065.19892,16.45,2017,11,7,16,46,26.5296,665186.5296
1407,2458065.19895,16.43,2017,11,7,16,46,28.9812,665188.9812
1408,2458065.19897,16.22,2017,11,7,16,46,31.4148,665191.4148
1409,2458065.199,16.38,2017,11,7,16,46,33.8628,665193.8628
1413,2458065.1991,16.63,2017,11,7,16,46,42.6684,665202.6684
1414,2458065.19913,16.58,2017,11,7,16,46,45.1272,665205.1272
1415,2458065.19916,16.2,2017,11,7,16,46,47.5716,665207.5716
1416,2458065.19919,16.33,2017,11,7,16,46,50.0268,665210.0268
1417,2458065.19922,16.03,2017,11,7,16,46,52.4568,665212.4568
1418,2458065.19925,16.7,2017,11,7,16,46,54.9084,665214.9084
1419,2458065.19927,16.87,2017,11,7,16,46,57.3456,665217.3456
1420,2458065.1993,16.79,2017,11,7,16,46,59.8152,665219.8152
1421,2458065.19933,16.29,2017,11,7,16,47,2.2416,665222.2416
1422,2458065.19936,16.44,2017,11,7,16,47,4.6896,665224.6896
1425,2458065.19943,16.36,2017,11,7,16,47,11.0472,665231.0472
1426,2458065.19946,16.35,2017,11,7,16,47,13.4736,665233.4736
1427,2458065.19949,16.64,2017,11,7,16,47,15.9324,665235.9324
1428,2458065.19952,16.08,2017,11,7,16,47,18.366,665238.366
1429,2458065.19955,16.47,2017,11,7,16,47,20.814,665240.814
1430,2458065.19957,16.25,2017,11,7,16,47,23.2584,665243.2584
1431,2458065.1996,16.44,2017,11,7,16,47,25.71,665245.71
1432,2458065.19963,16.4,2017,11,7,16,47,28.1364,665248.1364
1433,2458065.19966,16.56,2017,11,7,16,47,30.5844,665250.5844
1434,2458065.19969,16.37,2017,11,7,16,47,33.0144,665253.0144
1437,2458065.19976,16.47,2017,11,7,16,47,39.3936,665259.3936
1438,2458065.19979,16.17,2017,11,7,16,47,41.8488,665261.8488
1440,2458065.19985,16.4,2017,11,7,16,47,46.734,665266.734
1441,2458065.19987,15.99,2017,11,7,16,47,49.1712,665269.1712
1442,2458065.1999,16.45,2017,11,7,16,47,51.6228,665271.6228
1443,2458065.19993,16.34,2017,11,7,16,47,54.0492,665274.0492
1444,2458065.19996,16.0,2017,11,7,16,47,56.5152,665276.5152
1445,2458065.19999,16.35,2017,11,7,16,47,58.9452,665278.9452
1446,2458065.20002,16.1,2017,11,7,16,48,1.4148,665281.4148
1449,2458065.20009,16.67,2017,11,7,16,48,7.7724,665287.7724
1450,2458065.20012,16.71,2017,11,7,16,48,10.2024,665290.2024
1451,2458065.20015,16.55,2017,11,7,16,48,12.6612,665292.6612
1452,2458065.20017,16.65,2017,11,7,16,48,15.0912,665295.0912
1453,2458065.2002,16.41,2017,11,7,16,48,17.5464,665297.5464
1454,2458065.20023,16.41,2017,11,7,16,48,19.9764,665299.9764
1455,2458065.20026,16.5,2017,11,7,16,48,22.428,665302.428
1456,2458065.20029,16.38,2017,11,7,16,48,24.8544,665304.8544
1457,2458065.20032,16.36,2017,11,7,16,48,27.3168,665307.3168
1458,2458065.20034,16.4,2017,11,7,16,48,29.7432,665309.7432
1461,2458065.20042,16.91,2017,11,7,16,48,36.1332,665316.1332
1462,2458065.20045,16.64,2017,11,7,16,48,38.5884,665318.5884
1463,2458065.20047,16.44,2017,11,7,16,48,41.0184,665321.0184
1465,2458065.20053,16.41,2017,11,7,16,48,45.9,665325.9
1466,2458065.20056,16.61,2017,11,7,16,48,48.3552,665328.3552
1467,2458065.20059,16.61,2017,11,7,16,48,50.7852,665330.7852
1468,2458065.20062,16.52,2017,11,7,16,48,53.2368,665333.2368
1469,2458065.20065,16.44,2017,11,7,16,48,55.764,665335.764
1470,2458065.20067,16.41,2017,11,7,16,48,58.302,665338.302
1473,2458065.20075,16.18,2017,11,7,16,49,4.6956,665344.6956
1474,2458065.20078,16.29,2017,11,7,16,49,7.122,665347.122
1475,2458065.20081,16.39,2017,11,7,16,49,9.57719999999,665349.5772
1476,2458065.20083,16.46,2017,11,7,16,49,12.0036,665352.0036
1477,2458065.20086,16.08,2017,11,7,16,49,14.4516,665354.4516
1478,2458065.20089,16.45,2017,11,7,16,49,16.8852,665356.8852
1479,2458065.20092,16.07,2017,11,7,16,49,19.3332,665359.3332
1480,2458065.20095,16.47,2017,11,7,16,49,21.7632,665361.7632
1481,2458065.20097,15.92,2017,11,7,16,49,24.2328,665364.2328
1482,2458065.201,16.19,2017,11,7,16,49,26.6556,665366.6556
1485,2458065.20108,16.7,2017,11,7,16,49,33.078,665373.078
1486,2458065.20111,16.61,2017,11,7,16,49,35.5368,665375.5368
1487,2458065.20113,16.44,2017,11,7,16,49,37.9632,665377.9632
1488,2458065.20116,16.7,2017,11,7,16,49,40.4184,665380.4184
1489,2458065.20119,16.37,2017,11,7,16,49,42.852,665382.852
1490,2458065.20122,16.5,2017,11,7,16,49,45.3036,665385.3036
1491,2458065.20125,16.28,2017,11,7,16,49,47.73,665387.73
1492,2458065.20128,16.72,2017,11,7,16,49,50.1816,665390.1816
1493,2458065.2013,16.51,2017,11,7,16,49,52.6188,665392.6188
1494,2458065.20133,16.7,2017,11,7,16,49,55.0668,665395.0668
1497,2458065.20141,16.28,2017,11,7,16,50,1.4532,665401.4532
1498,2458065.20143,16.32,2017,11,7,16,50,3.8832,665403.8832
1499,2458065.20146,16.32,2017,11,7,16,50,6.33840000001,665406.3384
1500,2458065.20149,16.14,2017,11,7,16,50,8.7684,665408.7684
1501,2458065.20152,15.92,2017,11,7,16,50,11.22,665411.22
1502,2458065.20155,16.43,2017,11,7,16,50,13.6572,665413.6572
1503,2458065.20158,16.11,2017,11,7,16,50,16.1088,665416.1088
1504,2458065.2016,16.29,2017,11,7,16,50,18.5424,665418.5424
1505,2458065.20163,16.23,2017,11,7,16,50,20.994,665420.994
1506,2458065.20166,16.28,2017,11,7,16,50,23.4204,665423.4204
1509,2458065.20173,16.87,2017,11,7,16,50,29.8392,665429.8392
1511,2458065.20179,16.06,2017,11,7,16,50,34.7316,665434.7316
1513,2458065.20185,16.31,2017,11,7,16,50,39.6204,665439.6204
1514,2458065.20188,16.55,2017,11,7,16,50,42.0756,665442.0756
1515,2458065.2019,16.26,2017,11,7,16,50,44.5092,665444.5092
1516,2458065.20193,16.11,2017,11,7,16,50,46.9608,665446.9608
1517,2458065.20196,16.26,2017,11,7,16,50,49.3908,665449.3908
1518,2458065.20199,15.96,2017,11,7,16,50,51.8388,665451.8388
1521,2458065.20206,16.46,2017,11,7,16,50,58.218,665458.218
1522,2458065.20209,16.43,2017,11,7,16,51,0.777599999999,665460.7776
1523,2458065.20212,16.15,2017,11,7,16,51,3.3264,665463.3264
1524,2458065.20215,16.04,2017,11,7,16,51,5.75280000001,665465.7528
1525,2458065.20218,16.4,2017,11,7,16,51,8.21160000001,665468.2116
1526,2458065.20221,16.19,2017,11,7,16,51,10.638,665470.638
1527,2458065.20223,16.04,2017,11,7,16,51,13.0896,665473.0896
1528,2458065.20226,16.31,2017,11,7,16,51,15.516,665475.516
1529,2458065.20229,16.09,2017,11,7,16,51,17.9712,665477.9712
1530,2458065.20232,16.31,2017,11,7,16,51,20.4192,665480.4192
1533,2458065.20239,16.3,2017,11,7,16,51,26.766,665486.766
1534,2458065.20242,16.22,2017,11,7,16,51,29.2248,665489.2248
1535,2458065.20245,16.31,2017,11,7,16,51,31.6512,665491.6512
1536,2458065.20248,16.18,2017,11,7,16,51,34.11,665494.11
1537,2458065.20251,16.54,2017,11,7,16,51,36.5616,665496.5616
1538,2458065.20253,16.14,2017,11,7,16,51,39.0168,665499.0168
1540,2458065.20259,16.77,2017,11,7,16,51,43.902,665503.902
1541,2458065.20262,16.38,2017,11,7,16,51,46.332,665506.332
1542,2458065.20265,16.2,2017,11,7,16,51,48.7908,665508.7908
1545,2458065.20272,16.15,2017,11,7,16,51,55.17,665515.17
1546,2458065.20275,16.32,2017,11,7,16,51,57.6036,665517.6036
1548,2458065.20281,16.55,2017,11,7,16,52,2.5176,665522.5176
1549,2458065.20284,16.25,2017,11,7,16,52,4.98,665524.98
1550,2458065.20286,16.11,2017,11,7,16,52,7.41,665527.41
1551,2458065.20289,16.66,2017,11,7,16,52,9.8652,665529.8652
1552,2458065.20292,16.27,2017,11,7,16,52,12.2952,665532.2952
1553,2458065.20295,16.39,2017,11,7,16,52,14.7504,665534.7504
1554,2458065.20298,16.27,2017,11,7,16,52,17.1804,665537.1804
1557,2458065.20305,16.23,2017,11,7,16,52,23.5416,665543.5416
1558,2458065.20308,16.7,2017,11,7,16,52,26.0112,665546.0112
1559,2458065.20311,16.28,2017,11,7,16,52,28.4448,665548.4448
1560,2458065.20314,16.63,2017,11,7,16,52,30.9144,665550.9144
1561,2458065.20316,16.07,2017,11,7,16,52,33.3444,665553.3444
1562,2458065.20319,16.25,2017,11,7,16,52,35.8032,665555.8032
1563,2458065.20322,16.18,2017,11,7,16,52,38.2404,665558.2404
1565,2458065.20328,16.4,2017,11,7,16,52,43.1256,665563.1256
1566,2458065.20331,16.16,2017,11,7,16,52,45.5844,665565.5844
1569,2458065.20338,16.72,2017,11,7,16,52,51.9168,665571.9168
1571,2458065.20344,16.48,2017,11,7,16,52,56.8308,665576.8308
1572,2458065.20346,16.57,2017,11,7,16,52,59.2608,665579.2608
1573,2458065.20349,16.8,2017,11,7,16,53,1.7268,665581.7268
1574,2458065.20352,16.35,2017,11,7,16,53,4.1928,665584.1928
1575,2458065.20355,16.18,2017,11,7,16,53,6.64799999999,665586.648
1576,2458065.20358,16.18,2017,11,7,16,53,9.0816,665589.0816
1577,2458065.20361,16.16,2017,11,7,16,53,11.5368,665591.5368
1578,2458065.20363,16.33,2017,11,7,16,53,13.9632,665593.9632
1581,2458065.20371,16.33,2017,11,7,16,53,20.328,665600.328
1582,2458065.20374,16.23,2017,11,7,16,53,22.794,665602.794
1583,2458065.20376,16.1,2017,11,7,16,53,25.224,665605.224
1584,2458065.20379,16.06,2017,11,7,16,53,27.69,665607.69
1585,2458065.20382,16.21,2017,11,7,16,53,30.12,665610.12
1586,2458065.20385,16.6,2017,11,7,16,53,32.5824,665612.5824
1588,2458065.20391,16.49,2017,11,7,16,53,37.572,665617.572
1589,2458065.20394,16.02,2017,11,7,16,53,40.092,665620.092
1590,2458065.20396,16.04,2017,11,7,16,53,42.5724,665622.5724
1593,2458065.20404,16.13,2017,11,7,16,53,48.9048,665628.9048
1594,2458065.20407,15.99,2017,11,7,16,53,51.3492,665631.3492
1595,2458065.2041,16.25,2017,11,7,16,53,53.8116,665633.8116
1596,2458065.20412,16.18,2017,11,7,16,53,56.2416,665636.2416
1597,2458065.20415,16.66,2017,11,7,16,53,58.7292,665638.7292
1598,2458065.20418,16.42,2017,11,7,16,54,1.15559999999,665641.1556
1599,2458065.20421,16.19,2017,11,7,16,54,3.6144,665643.6144
1600,2458065.20424,16.49,2017,11,7,16,54,6.066,665646.066
1601,2458065.20427,16.21,2017,11,7,16,54,8.52120000001,665648.5212
1605,2458065.20437,16.33,2017,11,7,16,54,17.3376,665657.3376
1606,2458065.2044,16.18,2017,11,7,16,54,19.7604,665659.7604
1607,2458065.20442,16.32,2017,11,7,16,54,22.212,665662.212
1608,2458065.20445,16.07,2017,11,7,16,54,24.6744,665664.6744
1609,2458065.20448,16.49,2017,11,7,16,54,27.1008,665667.1008
1610,2458065.20451,16.02,2017,11,7,16,54,29.5632,665669.5632
1612,2458065.20457,16.05,2017,11,7,16,54,34.4556,665674.4556
1613,2458065.20459,15.89,2017,11,7,16,54,36.8856,665676.8856
1614,2458065.20462,16.48,2017,11,7,16,54,39.3444,665679.3444
1617,2458065.2047,16.46,2017,11,7,16,54,45.6912,665685.6912
1618,2458065.20472,16.01,2017,11,7,16,54,48.1356,665688.1356
1619,2458065.20475,16.15,2017,11,7,16,54,50.5584,665690.5584
1620,2458065.20478,16.31,2017,11,7,16,54,53.0064,665693.0064
1621,2458065.20481,16.46,2017,11,7,16,54,55.4724,665695.4724
1622,2458065.20484,15.92,2017,11,7,16,54,57.906,665697.906
1623,2458065.20487,16.36,2017,11,7,16,55,0.368399999995,665700.3684
1624,2458065.20489,16.54,2017,11,7,16,55,2.802,665702.802
1625,2458065.20492,16.17,2017,11,7,16,55,5.286,665705.286
1626,2458065.20495,15.97,2017,11,7,16,55,7.8168,665707.8168
1629,2458065.20503,16.01,2017,11,7,16,55,14.268,665714.268
1630,2458065.20505,16.5,2017,11,7,16,55,16.6944,665716.6944
1631,2458065.20508,16.15,2017,11,7,16,55,19.1604,665719.1604
1632,2458065.20511,16.31,2017,11,7,16,55,21.6264,665721.6264
1633,2458065.20514,16.06,2017,11,7,16,55,24.0564,665724.0564
1635,2458065.2052,16.25,2017,11,7,16,55,28.9452,665728.9452
1636,2458065.20522,16.23,2017,11,7,16,55,31.4076,665731.4076
1637,2458065.20525,16.15,2017,11,7,16,55,33.8376,665733.8376
1638,2458065.20528,16.12,2017,11,7,16,55,36.3144,665736.3144
1642,2458065.20538,16.28,2017,11,7,16,55,45.102,665745.102
1643,2458065.20541,16.39,2017,11,7,16,55,47.5248,665747.5248
1644,2458065.20544,16.3,2017,11,7,16,55,49.9692,665749.9692
1645,2458065.20547,15.96,2017,11,7,16,55,52.4316,665752.4316
1646,2458065.2055,16.2,2017,11,7,16,55,55.0668,665755.0668
1647,2458065.20553,16.22,2017,11,7,16,55,57.5292,665757.5292
1649,2458065.20558,16.18,2017,11,7,16,56,2.4216,665762.4216
1650,2458065.20561,16.15,2017,11,7,16,56,4.848,665764.848
1653,2458065.20569,16.37,2017,11,7,16,56,11.2632,665771.2632
1654,2458065.20571,16.03,2017,11,7,16,56,13.686,665773.686
1655,2458065.20574,16.45,2017,11,7,16,56,16.134,665776.134
1656,2458065.20577,16.22,2017,11,7,16,56,18.5568,665778.5568
1657,2458065.2058,16.27,2017,11,7,16,56,21.0012,665781.0012
1658,2458065.20583,16.59,2017,11,7,16,56,23.4672,665783.4672
1659,2458065.20586,16.27,2017,11,7,16,56,25.8972,665785.8972
1660,2458065.20588,16.43,2017,11,7,16,56,28.3776,665788.3776
1661,2458065.20591,16.09,2017,11,7,16,56,30.804,665790.804
1662,2458065.20594,16.17,2017,11,7,16,56,33.2628,665793.2628
1665,2458065.20601,16.24,2017,11,7,16,56,39.606,665799.606
1666,2458065.20604,16.71,2017,11,7,16,56,42.054,665802.054
1668,2458065.2061,16.09,2017,11,7,16,56,46.9428,665806.9428
1669,2458065.20613,16.15,2017,11,7,16,56,49.3692,665809.3692
1670,2458065.20616,16.28,2017,11,7,16,56,51.8136,665811.8136
1671,2458065.20618,16.65,2017,11,7,16,56,54.2796,665814.2796
1672,2458065.20621,16.1,2017,11,7,16,56,56.7132,665816.7132
1673,2458065.20624,16.26,2017,11,7,16,56,59.1792,665819.1792
1678,2458065.20637,16.08,2017,11,7,16,57,10.4436,665830.4436
1681,2458065.20646,16.1,2017,11,7,16,57,17.766,665837.766
1682,2458065.20648,16.35,2017,11,7,16,57,20.1924,665840.1924
1683,2458065.20651,16.25,2017,11,7,16,57,22.7376,665842.7376
1684,2458065.20654,16.46,2017,11,7,16,57,25.3224,665845.3224
1685,2458065.20657,16.35,2017,11,7,16,57,27.756,665847.756
1686,2458065.2066,16.17,2017,11,7,16,57,30.2148,665850.2148
1689,2458065.20667,16.2,2017,11,7,16,57,36.5652,665856.5652
1690,2458065.2067,16.13,2017,11,7,16,57,39.0132,665859.0132
1691,2458065.20673,16.26,2017,11,7,16,57,41.4432,665861.4432
1692,2458065.20676,16.11,2017,11,7,16,57,43.8912,665863.8912
1693,2458065.20679,16.58,2017,11,7,16,57,46.332,665866.332
1694,2458065.20681,16.23,2017,11,7,16,57,48.7728,665868.7728
1695,2458065.20684,16.15,2017,11,7,16,57,51.1992,665871.1992
1696,2458065.20687,16.06,2017,11,7,16,57,53.64,665873.64
1697,2458065.2069,15.89,2017,11,7,16,57,56.106,665876.106
1701,2458065.207,16.13,2017,11,7,16,58,4.9368,665884.9368
1702,2458065.20703,16.15,2017,11,7,16,58,7.3848,665887.3848
1703,2458065.20706,16.0,2017,11,7,16,58,9.84,665889.84
1704,2458065.20709,16.1,2017,11,7,16,58,12.2664,665892.2664
1705,2458065.20711,16.0,2017,11,7,16,58,14.7216,665894.7216
1707,2458065.20717,16.72,2017,11,7,16,58,19.5924,665899.5924
1708,2458065.2072,16.18,2017,11,7,16,58,22.0224,665902.0224
1709,2458065.20723,16.53,2017,11,7,16,58,24.4704,665904.4704
1710,2458065.20726,16.33,2017,11,7,16,58,26.9328,665906.9328
1713,2458065.20733,16.38,2017,11,7,16,58,33.3336,665913.3336
1714,2458065.20736,16.21,2017,11,7,16,58,35.7852,665915.7852
1715,2458065.20739,16.24,2017,11,7,16,58,38.2188,665918.2188
1716,2458065.20742,16.35,2017,11,7,16,58,40.6704,665920.6704
1717,2458065.20744,16.02,2017,11,7,16,58,43.1004,665923.1004
1718,2458065.20747,16.31,2017,11,7,16,58,45.5484,665925.5484
1719,2458065.2075,16.55,2017,11,7,16,58,48.0756,665928.0756
1720,2458065.20753,16.85,2017,11,7,16,58,50.6064,665930.6064
1721,2458065.20756,16.02,2017,11,7,16,58,53.0688,665933.0688
1722,2458065.20759,16.84,2017,11,7,16,58,55.5024,665935.5024
1725,2458065.20766,16.23,2017,11,7,16,59,1.8852,665941.8852
1726,2458065.20769,16.27,2017,11,7,16,59,4.34040000001,665944.3404
1728,2458065.20775,16.31,2017,11,7,16,59,9.24,665949.24
1729,2458065.20777,16.12,2017,11,7,16,59,11.688,665951.688
1730,2458065.2078,16.42,2017,11,7,16,59,14.1144,665954.1144
1732,2458065.20786,16.76,2017,11,7,16,59,18.9816,665958.9816
1733,2458065.20789,16.12,2017,11,7,16,59,21.444,665961.444
1734,2458065.20792,16.12,2017,11,7,16,59,23.9064,665963.9064
1737,2458065.20799,16.29,2017,11,7,16,59,30.2532,665970.2532
1738,2458065.20802,16.49,2017,11,7,16,59,32.7012,665972.7012
1739,2458065.20805,16.24,2017,11,7,16,59,35.1384,665975.1384
1740,2458065.20807,16.23,2017,11,7,16,59,37.5864,665977.5864
1741,2458065.2081,16.49,2017,11,7,16,59,40.0164,665980.0164
1742,2458065.20813,16.3,2017,11,7,16,59,42.468,665982.468
1743,2458065.20816,16.34,2017,11,7,16,59,44.8944,665984.8944
1744,2458065.20819,16.06,2017,11,7,16,59,47.3424,665987.3424
1745,2458065.20822,16.19,2017,11,7,16,59,49.8048,665989.8048
1746,2458065.20824,16.29,2017,11,7,16,59,52.2492,665992.2492
1749,2458065.20832,15.89,2017,11,7,16,59,58.6464,665998.6464
1750,2458065.20835,15.92,2017,11,7,17,0,1.07639999999,666001.0764
1751,2458065.20837,16.12,2017,11,7,17,0,3.52799999999,666003.528
1753,2458065.20843,16.54,2017,11,7,17,0,8.4348,666008.4348
1754,2458065.20846,16.32,2017,11,7,17,0,10.8612,666010.8612
1755,2458065.20849,16.06,2017,11,7,17,0,13.3092,666013.3092
1756,2458065.20852,16.18,2017,11,7,17,0,15.7428,666015.7428
1757,2458065.20854,16.0,2017,11,7,17,0,18.1872,666018.1872
1758,2458065.20857,16.29,2017,11,7,17,0,20.6532,666020.6532
1761,2458065.20865,16.59,2017,11,7,17,0,27.018,666027.018
1762,2458065.20867,16.12,2017,11,7,17,0,29.4732,666029.4732
1764,2458065.20873,16.73,2017,11,7,17,0,34.3548,666034.3548
1765,2458065.20876,16.2,2017,11,7,17,0,36.7848,666036.7848
1766,2458065.20879,16.32,2017,11,7,17,0,39.2364,666039.2364
1767,2458065.20882,16.29,2017,11,7,17,0,41.6628,666041.6628
1768,2458065.20884,16.56,2017,11,7,17,0,44.118,666044.118
1769,2458065.20887,16.01,2017,11,7,17,0,46.5444,666046.5444
1770,2458065.2089,16.38,2017,11,7,17,0,49.1832,666049.1832
1773,2458065.20898,16.18,2017,11,7,17,0,55.5948,666055.5948
1775,2458065.20903,16.4,2017,11,7,17,1,0.476399999996,666060.4764
1776,2458065.20906,16.35,2017,11,7,17,1,2.9064,666062.9064
1778,2458065.20912,16.09,2017,11,7,17,1,7.7844,666067.7844
1779,2458065.20915,16.2,2017,11,7,17,1,10.2576,666070.2576
1780,2458065.20917,16.11,2017,11,7,17,1,12.6984,666072.6984
1781,2458065.2092,16.26,2017,11,7,17,1,15.1428,666075.1428
1782,2458065.20923,16.53,2017,11,7,17,1,17.5656,666077.5656
1785,2458065.20931,16.3,2017,11,7,17,1,23.9808,666083.9808
1786,2458065.20933,16.54,2017,11,7,17,1,26.4396,666086.4396
1787,2458065.20936,16.22,2017,11,7,17,1,28.8696,666088.8696
1788,2458065.20939,16.36,2017,11,7,17,1,31.3428,666091.3428
1789,2458065.20942,16.4,2017,11,7,17,1,33.7692,666093.7692
1790,2458065.20945,16.31,2017,11,7,17,1,36.228,666096.228
1791,2458065.20948,15.97,2017,11,7,17,1,38.6544,666098.6544
1792,2458065.2095,16.89,2017,11,7,17,1,41.1024,666101.1024
1793,2458065.20953,16.1,2017,11,7,17,1,43.5324,666103.5324
1794,2458065.20956,16.14,2017,11,7,17,1,45.9804,666105.9804
1797,2458065.20963,16.14,2017,11,7,17,1,52.3812,666112.3812
1798,2458065.20966,16.41,2017,11,7,17,1,54.8112,666114.8112
1799,2458065.20969,16.38,2017,11,7,17,1,57.2664,666117.2664
1800,2458065.20972,15.94,2017,11,7,17,1,59.7036,666119.7036
1801,2458065.20975,16.25,2017,11,7,17,2,2.1552,666122.1552
1802,2458065.20978,16.51,2017,11,7,17,2,4.5888,666124.5888
1803,2458065.2098,16.33,2017,11,7,17,2,7.04040000001,666127.0404
1804,2458065.20983,15.93,2017,11,7,17,2,9.4704,666129.4704
1805,2458065.20986,16.12,2017,11,7,17,2,11.94,666131.94
1806,2458065.20989,16.02,2017,11,7,17,2,14.3628,666134.3628
1809,2458065.20996,16.32,2017,11,7,17,2,20.7456,666140.7456
1810,2458065.20999,16.1,2017,11,7,17,2,23.2044,666143.2044
1811,2458065.21002,16.24,2017,11,7,17,2,25.638,666145.638
1812,2458065.21005,16.47,2017,11,7,17,2,28.0932,666148.0932
1813,2458065.21008,16.56,2017,11,7,17,2,30.5268,666150.5268
1814,2458065.2101,16.37,2017,11,7,17,2,32.9784,666152.9784
1815,2458065.21013,16.54,2017,11,7,17,2,35.4084,666155.4084
1816,2458065.21016,16.09,2017,11,7,17,2,37.8564,666157.8564
1817,2458065.21019,16.62,2017,11,7,17,2,40.2864,666160.2864
1818,2458065.21022,16.15,2017,11,7,17,2,42.738,666162.738
1821,2458065.21029,16.11,2017,11,7,17,2,49.0992,666169.0992
1822,2458065.21032,16.42,2017,11,7,17,2,51.54,666171.54
1823,2458065.21035,16.24,2017,11,7,17,2,53.9952,666173.9952
1824,2458065.21038,16.53,2017,11,7,17,2,56.4252,666176.4252
1826,2458065.21043,16.24,2017,11,7,17,3,1.31040000001,666181.3104
1827,2458065.21046,17.03,2017,11,7,17,3,3.76200000001,666183.762
1828,2458065.21049,16.42,2017,11,7,17,3,6.192,666186.192
1829,2458065.21052,16.35,2017,11,7,17,3,8.6436,666188.6436
1830,2458065.21054,16.04,2017,11,7,17,3,11.0736,666191.0736
1833,2458065.21062,16.19,2017,11,7,17,3,17.4852,666197.4852
1835,2458065.21068,16.23,2017,11,7,17,3,22.374,666202.374
1836,2458065.2107,16.05,2017,11,7,17,3,24.84,666204.84
1837,2458065.21073,16.68,2017,11,7,17,3,27.2772,666207.2772
1838,2458065.21076,16.16,2017,11,7,17,3,29.7324,666209.7324
1839,2458065.21079,16.2,2017,11,7,17,3,32.1624,666212.1624
1840,2458065.21082,16.21,2017,11,7,17,3,34.614,666214.614
1841,2458065.21085,16.61,2017,11,7,17,3,37.0404,666217.0404
1842,2458065.21087,16.55,2017,11,7,17,3,39.4884,666219.4884
1845,2458065.21095,16.66,2017,11,7,17,3,45.8532,666225.8532
1846,2458065.21098,16.31,2017,11,7,17,3,48.2868,666228.2868
1847,2458065.211,16.28,2017,11,7,17,3,50.7456,666230.7456
1848,2458065.21103,16.28,2017,11,7,17,3,53.1828,666233.1828
1849,2458065.21106,16.28,2017,11,7,17,3,55.6488,666235.6488
1850,2458065.21109,16.73,2017,11,7,17,3,58.0788,666238.0788
1851,2458065.21112,16.24,2017,11,7,17,4,0.533999999994,666240.534
1852,2458065.21115,16.39,2017,11,7,17,4,2.9676,666242.9676
1853,2458065.21117,16.33,2017,11,7,17,4,5.4192,666245.4192
1854,2458065.2112,16.93,2017,11,7,17,4,7.84920000001,666247.8492
1857,2458065.21128,16.0,2017,11,7,17,4,14.2536,666254.2536
1858,2458065.2113,16.04,2017,11,7,17,4,16.7124,666256.7124
1859,2458065.21133,16.89,2017,11,7,17,4,19.1424,666259.1424
1860,2458065.21136,16.12,2017,11,7,17,4,21.6012,666261.6012
1861,2458065.21139,16.55,2017,11,7,17,4,24.132,666264.132
1862,2458065.21142,16.69,2017,11,7,17,4,26.6772,666266.6772
1863,2458065.21145,16.56,2017,11,7,17,4,29.1108,666269.1108
1864,2458065.21148,16.48,2017,11,7,17,4,31.566,666271.566
1865,2458065.2115,16.49,2017,11,7,17,4,34.014,666274.014
1866,2458065.21153,15.95,2017,11,7,17,4,36.4584,666276.4584
1869,2458065.21161,16.36,2017,11,7,17,4,42.8196,666282.8196
1870,2458065.21163,16.53,2017,11,7,17,4,45.2496,666285.2496
1871,2458065.21166,16.31,2017,11,7,17,4,47.7084,666287.7084
1872,2458065.21169,16.56,2017,11,7,17,4,50.16,666290.16
1873,2458065.21172,16.39,2017,11,7,17,4,52.6152,666292.6152
1874,2458065.21175,16.66,2017,11,7,17,4,55.0452,666295.0452
1875,2458065.21178,16.2,2017,11,7,17,4,57.4968,666297.4968
1876,2458065.2118,16.17,2017,11,7,17,4,59.9232,666299.9232
1877,2458065.21183,16.18,2017,11,7,17,5,2.37120000001,666302.3712
